x,ulp
0.01,0.20571846101889688
0.010009800000000001,0.48416499351577863
0.0100196,0.42069981522673083
0.0100294,0.22960437707491824
0.0100392,0.07051570286399056
0.010049,0.3315509017544434
0.0100588,0.816941760383713
0.0100686,0.5911751047530385
0.0100784,0.4511296044527662
0.0100882,0.16556720056081697
0.010098,0.19389055211991357
0.0101078,0.811033777332678
0.010117600000000001,0.051920691288217254
0.0101274,0.004706498332311411
0.0101372,0.40677986054545995
0.010147,0.8919070390421899
0.0101568,0.17529682057531498
0.0101666,0.06707332863971283
0.0101764,0.45729747382901026
0.0101862,0.23756741488328595
0.010196,0.4493146693360586
0.010205800000000001,0.4784677653296661
0.0102156,0.6116668804946082
0.0102254,0.2273349149014397
0.0102352,0.0534586308421379
0.010245,0.3777837270755554
0.0102548,0.13546019376163151
0.0102646,0.5020071927430708
0.0102744,0.03349203707917888
0.0102842,0.6051847301436271
0.010294000000000001,0.45281095365614527
0.0103038,0.24631159253018264
0.010313600000000001,0.18991623378905245
0.0103234,0.11503111287601853
0.0103332,0.29534721255816043
0.010343,0.8813235729241635
0.0103528,0.11618147486806797
0.0103626,0.35855105706430557
0.0103724,0.18219243475139654
0.0103822,0.2229563841207571
0.010392,0.5021319691724375
0.010401800000000001,0.05822090387577904
0.0104116,0.18389794825852968
0.0104214,0.1520729742795253
0.0104312,0.3136659532052473
0.010441,0.938671360951113
0.0104508,0.08149018344076317
0.0104606,0.2807083749392512
0.0104704,0.8886407959213862
0.0104802,0.21548097363481478
0.01049,0.09735134329698444
0.0104998,0.6751006884437317
0.010509600000000001,0.11706676707565475
0.0105194,0.13399202263359888
0.0105292,0.6468558653724021
0.010539,0.04774886743455372
0.0105488,0.7560383728387413
0.0105586,0.12314441400938508
0.0105684,0.48119117982581805
0.0105782,0.26152607407851913
0.010588,0.12772852095641613
0.010597800000000001,0.14590960154682664
0.0106076,0.2730822972168485
0.0106174,0.42965384097272485
0.0106272,0.32540099010910006
0.010637,0.1362048859693214
0.0106468,0.022218909346910936
0.0106566,0.29101889445217266
0.0106664,0.7077414046109339
0.0106762,0.04189494239494661
0.010686000000000001,0.5777223884141728
0.0106958,0.6731668240954195
0.010705600000000001,0.06804718275958478
0.0107154,0.259416328161709
0.0107252,0.3734623069655188
0.010735,0.13107948591842505
0.0107448,0.7531441580092101
0.0107546,0.7369914830001872
0.0107644,0.6268423640840475
0.0107742,0.26957557323012554
0.010784,0.0006267586499570908
0.010793800000000001,0.37251661610313247
0.0108036,0.6692069872770202
0.0108134,0.1480572638860127
0.0108232,0.02577740457897056
0.010833,0.47841723008912385
0.0108428,0.1351431071391194
0.0108526,0.1626029340294757
0.0108624,0.7198077929396428
0.0108722,0.09586804829210555
0.010882,0.9685439379577229
0.0108918,0.177479507707065
0.010901600000000001,0.025377798077834
0.0109114,0.23808221089252415
0.0109212,0.11169367082561059
0.010931,0.013590525308832127
0.0109408,0.25817429084361193
0.0109506,0.03670749040907816
0.0109604,0.17864353351378245
0.0109702,0.1639357598278222
0.01098,0.35501442585317394
0.010989800000000001,0.13725284046283964
0.0109996,0.45404592774836505
0.0110094,0.3212065290000687
0.0110192,0.5511553314963659
0.011029,0.2649786876109584
0.0110388,0.6782954258695152
0.0110486,0.035689642319731506
0.0110584,0.36539330903046646
0.0110682,0.31579666083332397
0.011078000000000001,0.37089562195249043
0.0110878,0.035632938031544055
0.0110976,0.17320848795668176
0.0111074,0.2572449615563718
0.0111172,0.39277093754152465
0.011127,0.7403480704615205
0.0111368,0.5755677630643978
0.0111466,0.059008337608090475
0.0111564,0.18264204122456812
0.0111662,0.4615715795424403
0.011176,0.3665544249058593
0.0111858,0.1432781160952279
0.0111956,0.4184645660672117
0.0112054,0.4559577300807856
0.0112152,0.42032977176204106
0.011225,0.4879679532592087
0.0112348,0.08119432058336327
0.0112446,0.21003298717985983
0.0112544,0.18823800974162572
0.0112642,0.16061162408207277
0.011274,0.09648265782260519
0.0112838,0.24617294208230991
0.0112936,0.323961638230604
0.0113034,0.044136191139654606
0.0113132,0.033519765200274956
0.011323,0.0024807415725399246
0.0113328,0.12749919811363128
0.0113426,0.7817597390569025
0.0113524,0.15336066081938918
0.0113622,0.391462306357006
0.011372,0.3413009340904189
0.011381800000000001,0.8219450889130449
0.0113916,0.45767659487693685
0.0114014,0.4007471368248088
0.0114112,0.7031768633267621
0.011421,0.778851616075131
0.0114308,0.43745711881171073
0.0114406,0.14443372656187645
0.0114504,0.35562425072168913
0.0114602,0.019524673771507555
0.011470000000000001,0.12793470626956036
0.0114798,0.25155180157885976
0.0114896,0.3727782159128717
0.0114994,0.21726289235320365
0.0115092,0.3968672515172894
0.011519,0.7772898848135559
0.0115288,0.26626020365863323
0.0115386,0.3210714665578593
0.0115484,0.3391618676611498
0.0115582,0.5242883178750387
0.011568,0.4109904978764933
0.0115778,0.2901464742795425
0.0115876,0.5017031795403107
0.0115974,0.39157868291705805
0.0116072,0.5979140023776697
0.011617,0.14093668249075178
0.0116268,0.5724175206117139
0.0116366,0.5329095125061104
0.0116464,0.7573253236925305
0.0116562,0.7844389486369079
0.011666,0.4935825862897652
0.0116758,0.44512994692496816
0.0116856,0.02374746174850158
0.0116954,0.41553312670131715
0.0117052,0.542966238226773
0.011715,0.6557349335031802
0.0117248,0.6958516163469962
0.0117346,0.517312182569179
0.0117444,0.48189871806692164
0.0117542,0.37986942269941126
0.011764,0.09953156725319069
0.011773800000000001,0.2297267568565192
0.0117836,0.14849265956956867
0.0117934,0.3903732864443172
0.0118032,0.33410785870374154
0.011813,0.49418257371953067
0.0118228,0.4542116849723931
0.0118326,0.2771100107854442
0.0118424,0.26282753987375407
0.0118522,0.0008480790684036549
0.011862000000000001,0.45265274626829
0.0118718,0.9274540156860818
0.011881599999999999,0.9995633198396879
0.0118914,0.35325636823439577
0.0119012,0.31715583480177506
0.011911,0.0780490626331521
0.0119208,0.5410504403843209
0.0119306,0.35030804012306943
0.0119404,0.02291292381928399
0.0119502,0.03300944426192787
0.01196,0.2056245192233994
0.0119698,0.5775362021509356
0.0119796,0.44539143087358624
0.0119894,0.5744884172700767
0.0119992,0.13094514840510763
0.012009,0.036594827125595676
0.0120188,0.2045008555745556
0.0120286,0.08897733008496038
0.0120384,0.21821718694130654
0.0120482,0.04789923365652589
0.012058,0.27561295743746794
0.0120678,0.28781084996041556
0.0120776,0.5311752488650031
0.0120874,0.35549795110556287
0.0120972,0.38182775405508373
0.012107,0.24797200095596528
0.0121168,0.18405794954355179
0.0121266,0.03788980980010625
0.0121364,0.05894421794733629
0.0121462,0.05498460310683499
0.012156,0.3438545252289176
0.012165800000000001,0.7113617434615899
0.0121756,0.21685450771524026
0.012185399999999999,0.1972927915817375
0.0121952,0.7760085800337564
0.012205,0.11673003023308014
0.0122148,0.5140579353902481
0.0122246,0.23872689875138248
0.0122344,0.029953038360822134
0.0122442,0.28952877148934536
0.012254000000000001,0.434817367182633
0.0122638,0.12101987524760285
0.012273599999999999,0.028151641914717855
0.0122834,0.6110233744311657
0.0122932,0.04776262021168581
0.012303,0.4879291780275358
0.0123128,0.5321520595613479
0.0123226,0.46921234397336603
0.0123324,0.12176890154601097
0.012342200000000001,0.6757123760321897
0.012352,0.1630259258572091
0.0123618,0.23760384292335987
0.0123716,0.6511217233747327
0.0123814,0.03852473251164452
0.0123912,0.2300406939723904
0.012401,0.07166213319266274
0.0124108,0.20456725377987012
0.0124206,0.554628118372884
0.0124304,0.20754648123257116
0.0124402,0.4839946554716859
0.01245,0.21576437814894583
0.0124598,0.28896831087337554
0.0124696,0.15523357858357353
0.0124794,0.03163896863941731
0.0124892,0.38686843971552737
0.012499,0.3612977734484182
0.0125088,0.38121777568624654
0.0125186,1.0232273079683978
0.0125284,0.2018165181830003
